Brand,Model Name,Model Image,Technology,2G bands,Status,SIM,Resolution,OS,Internal,Video,,
acer,Acer Iconia Tab A511,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Android 4.0 (Ice Cream Sandwich),"16/32 GB, 1 GB RAM",720p,,
acer,Acer Iconia Tab A510,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a510-new.jpg,No cellular connectivity,N/A,Discontinued,No,"1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Android 4.0 (Ice Cream Sandwich),"16/32 GB, 1 GB RAM",720p,,
acer,Acer Allegro,https://cdn2.gsmarena.com/vv/bigpic/acer-allego.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~259 ppi density)",Microsoft Windows Phone 7.5 Mango,8 GB,Yes,,
acer,Acer Liquid Express E320,https://cdn2.gsmarena.com/vv/bigpic/acer-c6-liquid-express.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 480 pixels, 16:9 ratio (~210 ppi density)",Android 2.3 (Gingerbread),"512 MB RAM, 512 MB",Yes,,
acer,Acer Iconia Tab A501,https://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 3.0 (Honeycomb), upgradable to 3.2 (Honeycomb)","16/32/64 GB, 1 GB RAM",Yes,,
acer,Acer Iconia Smart,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-smart-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,480 x 1024 pixels (~236 ppi density),Android 2.3 (Gingerbread),"8 GB, 512 MB RAM",720p@30fps,,
acer,Acer Iconia Tab A500,https://cdn2.gsmarena.com/vv/bigpic/Acer-IconiaTab-A500-Tablet-new.jpg,No cellular connectivity,N/A,Discontinued,No,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)","Android 3.0, upgradable to 4.0 (Ice Cream Sandwich)","16/32 GB, 1 GB RAM",Yes,,
acer,Acer Iconia Tab A101,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 3.2 (Honeycomb),"8/16 GB, 1 GB RAM",720p@30fps,,
acer,Acer Iconia Tab A100,https://cdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a100.jpg,No cellular connectivity,N/A,Discontinued,No,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)","Android 3.0, upgradable to 4.0 (Ice Cream Sandwich)","8/16 GB, 1 GB RAM",720p@30fps,,
acer,Acer Liquid mini E310,https://cdn2.gsmarena.com/vv/bigpic/acer-liquidmini.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 480 pixels, 3:2 ratio (~180 ppi density)","Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread)","512 MB RAM, 512 MB",480p@30fps,,
acer,Acer beTouch E210,https://cdn2.gsmarena.com/vv/bigpic/acer-betouch-e210.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~154 ppi density)",Android 2.2 (Froyo),"256 MB RAM, 512 MB",Yes,,
acer,Acer beTouch E140,https://cdn2.gsmarena.com/vv/bigpic/Acer-beTouch-E140-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.2 (Froyo),"256 MB RAM, 512 MB",Yes,,
acer,Acer beTouch T500,https://cdn2.gsmarena.com/vv/bigpic/acer-betouch-t500.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android-based OPhone 1.5,"256 MB RAM, 512 MB",Yes,,
acer,Acer Liquid mt,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-metal-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~259 ppi density)",Android 2.2 (Froyo),"512 MB RAM, 512 MB",720p@30fps,,
acer,Acer beTouch E130,https://cdn2.gsmarena.com/vv/bigpic/acer-130-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 240 pixels, 4:3 ratio (~154 ppi density)",Android 1.6 (Donut),"256 MB RAM, 512 MB",Yes,,
acer,Acer beTouch E120,https://cdn2.gsmarena.com/vv/bigpic/acer-e120.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 1.6 (Donut),"256 MB RAM, 512 MB",Yes,,
acer,Acer Stream,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-stream-ofic.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~252 ppi density)",Android 2.1 (Eclair),"2 GB, 512 MB RAM",720p@24fps,,
acer,Acer Liquid E,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-e-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~267 ppi density)","Android 2.1 (Eclair), upgradable to Android 2.2 (Froyo)","512 MB RAM, 512 MB",480p@20fps,,
acer,Acer neoTouch P400,https://cdn2.gsmarena.com/vv/bigpic/acer-neotouch-p400.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Microsoft Windows Mobile 6.5.3 Professional,"256 MB RAM, 512 MB ROM",Yes,,
acer,Acer beTouch E400,https://cdn2.gsmarena.com/vv/bigpic/acer-betouch-e400.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",Android 2.1 (Eclair),"256 MB RAM, 512 MB",Yes,,
acer,Acer neoTouch P300,https://cdn2.gsmarena.com/vv/bigpic/acer-p300.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",Microsoft Windows Mobile 6.5.3,"256 MB RAM, 512 MB ROM",Yes,,
acer,Acer beTouch E110,https://cdn2.gsmarena.com/vv/bigpic/acer-e110.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 1.5 (Cupcake),"256 MB RAM, 256 MB",Yes,,
acer,Acer Liquid,https://cdn2.gsmarena.com/vv/bigpic/acer-liquid-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",Android 1.6 (Donut),"256 MB RAM, 512 MB",480p@20fps,,
acer,Acer neoTouch,https://cdn2.gsmarena.com/vv/bigpic/acer-neo-touch-new.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.5 Professional,"256 MB RAM, 512 MB ROM",480p,,
acer,Acer beTouch E200,https://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e200.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",Microsoft Windows Mobile 6.5 Professional,"256 MB RAM, 512 MB ROM",Yes,,
acer,Acer beTouch E100,https://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e100.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",Microsoft Windows Mobile 6.5 Professional,"256 MB RAM, 512 MB ROM",320p,,
acer,Acer beTouch E101,https://cdn2.gsmarena.com/vv/bigpic/acer-be-touch-e101.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 400 pixels, 5:3 ratio (~146 ppi density)",Microsoft Windows Mobile 6.5 Professional,"256 MB RAM, 512 MB ROM",Yes,,
acer,Acer DX650,https://cdn2.gsmarena.com/vv/bigpic/acer-dx650.jpg,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",Microsoft Windows Mobile 6.1 Professional,,No,,
acer,Acer M900,https://cdn2.gsmarena.com/vv/bigpic/acer-m900.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.1 Professional,,Yes,,
acer,Acer F900,https://cdn2.gsmarena.com/vv/bigpic/acer-f900.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~246 ppi density)",Microsoft Windows Mobile 6.1 Professional,"128 MB RAM, 256 MB ROM",480p,,
acer,Acer X960,https://cdn2.gsmarena.com/vv/bigpic/acer-x960.jpg,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,"480 x 640 pixels, 4:3 ratio (~286 ppi density)",Microsoft Windows Mobile 6.1 Professional,"128 MB RAM, 256 MB ROM",Yes,,
acer,Acer DX900,https://cdn2.gsmarena.com/vv/bigpic/acer-dx900.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1,Discontinued,Dual SIM (Mini-SIM),"480 x 640 pixels, 4:3 ratio (~286 ppi density)",Microsoft Windows Mobile 6.1 Professional,"128 MB RAM, 256 MB ROM",Yes,,
alcatel,alcatel 3T 10,https://cdn2.gsmarena.com/vv/bigpic/alcatel-3t-10-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2019, Q1",Nano-SIM,"800 x 1280 pixels, 16:10 ratio (~151 ppi density)",Android 8.1 (Oreo),"16 GB, 2 GB RAM",720p@30fps,,
alcatel,alcatel 3L,https://cdn2.gsmarena.com/vv/bigpic/alcatel-3l.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2019, Q1","Hybrid Dual SIM (Nano-SIM, dual stand-by)","720 x 1560 pixels, 19.5:9 ratio (~289 ppi density)",Android 8.1 (Oreo),"16 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel 3 (2019),https://cdn2.gsmarena.com/vv/bigpic/alcatel-3-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2019, Q1","Hybrid Dual SIM (Nano-SIM, dual stand-by)","720 x 1560 pixels, 19.5:9 ratio (~289 ppi density)",Android 8.1 (Oreo),"32 GB, 3 GB RAM",1080p@30fps,,
alcatel,alcatel 1s,https://cdn2.gsmarena.com/vv/bigpic/alcatel-1s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2019, Q1","Hybrid Dual SIM (Nano-SIM, dual stand-by)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 9.0 (Pie),"32 GB, 3 GB RAM",1080p@30fps,,
alcatel,alcatel 1x (2019),https://cdn2.gsmarena.com/vv/bigpic/alcatel-1x-2019.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2019, Q1","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 8.1 (Oreo),"16 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel 1c (2019),https://cdn2.gsmarena.com/vv/bigpic/alcatel-1c-2019.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"Available. Released 2019, Q1",Single SIM (Nano-SIM),"480 x 960 pixels, 18:9 ratio (~215 ppi density)",Android 8.1 Oreo (Go edition),"8 GB, 1 GB RAM",720p@30fps,,
alcatel,alcatel Tetra,https://cdn2.gsmarena.com/vv/bigpic/alcatel-tetra.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2018, September",Nano-SIM,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 8.1 (Oreo),"16 GB, 2 GB RAM",720p@30fps,,
alcatel,alcatel 7,https://cdn2.gsmarena.com/vv/bigpic/alcatel-7-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2018, August",Nano-SIM,"1080 x 2180 pixels, 18:9 ratio (~402 ppi density)",Android 8.1 (Oreo),"32 GB, 2 RAM",1080p@30fps (gyro-EIS),,
alcatel,alcatel 5v,https://cdn2.gsmarena.com/vv/bigpic/alcatel-5v.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),"Available. Released 2018, August","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",720 x 1500 pixels (~268 ppi density),Android 8.1 (Oreo),"32 GB, 3 RAM",1080p@30fps (gyro-EIS),,
alcatel,alcatel 5,https://cdn2.gsmarena.com/vv/bigpic/alcatel-5-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, February","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.1 (Nougat),"32 GB, 3 GB RAM (5086D/Y) or 16 GB, 2 GB RAM (5086A)",1080p@30fps,,
alcatel,alcatel 3v,https://cdn2.gsmarena.com/vv/bigpic/alcatel-3v.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, February","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Android 8.0 (Oreo),"16/32 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel 3x,https://cdn2.gsmarena.com/vv/bigpic/alcatel-3x-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM),"Available. Released 2018, May","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.1 (Nougat),"32 GB, 3 GB RAM (5058J/I/Y) or 16 GB, 2 GB RAM (5058A/T)",1080p@30fps,,
alcatel,alcatel 3,https://cdn2.gsmarena.com/vv/bigpic/alcatel-3-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, May","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1440 pixels, 18:9 ratio (~293 ppi density)",Android 8.0 (Oreo),"16 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel 1x,https://cdn2.gsmarena.com/vv/bigpic/alcatel-1x-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2018, May","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","480 x 960 pixels, 18:9 ratio (~203 ppi density)",Android 8.1 (Oreo) - 5059D only, Android 8.1 Oreo (Go edition) - all other models,"16 GB, 1 GB RAM or 2 GB RAM (5059D only)",1080p@30fps,
alcatel,alcatel 3c,https://cdn2.gsmarena.com/vv/bigpic/alcatel-3c-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM),"Available. Released 2018, May",Dual SIM (dual stand-by),"720 x 1440 pixels, 18:9 ratio (~268 ppi density)",Android 7.1 (Nougat),"16 GB, 1 GB RAM",1080p@30fps,,
alcatel,alcatel 1T 10,https://cdn2.gsmarena.com/vv/bigpic/alcatel-1t-10.jpg,No cellular connectivity,N/A,"Available. Released 2018, June",No,"1280 x 800 pixels, 16:10 ratio (~149 ppi density)",Android 8.1 (Oreo),"16 GB, 1 GB RAM",720p@30fps,,
alcatel,alcatel 1T 7,https://cdn2.gsmarena.com/vv/bigpic/alcatel-1t-7.jpg,No cellular connectivity,N/A,"Available. Released 2018, June",No,"1024 x 600 pixels, 16:9 ratio (~170 ppi density)",Android 8.1 (Oreo),"8 GB, 1 GB RAM",720p@30fps,,
alcatel,alcatel Idol 5s,https://cdn2.gsmarena.com/vv/bigpic/alcatel-idol-5s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, September",Nano-SIM,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 7.1 (Nougat),"32 GB, 3 GB RAM",1080p@30fps,,
alcatel,alcatel Idol 5,https://cdn2.gsmarena.com/vv/bigpic/alcatel-idol-5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, September",Nano-SIM,"1080 x 1920 pixels, 16:9 ratio (~423 ppi density)",Android 7.1 (Nougat),"16 GB, 3 GB RAM",1080p@30fps,,
alcatel,alcatel A7 XL,https://cdn2.gsmarena.com/vv/bigpic/alcatel-a7-xl.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2017, November",Single SIM or Dual SIM,"1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",Android 7.1 (Nougat),"32 GB, 3 GB RAM",1080p@30fps,,
alcatel,alcatel A7,https://cdn2.gsmarena.com/vv/bigpic/alcatel-a7.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2017, September","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 7.0 (Nougat),"32 GB, 3 GB RAM",1080p@30fps,,
alcatel,alcatel U5 HD,https://cdn2.gsmarena.com/vv/bigpic/alcatel-u5-hd.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, August","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 7.0 (Nougat),"8 GB, 1 GB RAM",1080p@30fps,,
alcatel,alcatel Pulsemix,https://cdn2.gsmarena.com/vv/bigpic/alcatel-pulsemix.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, August",Nano-SIM,"720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Android 7.0 (Nougat),"16 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel Idol 5s (USA),https://cdn2.gsmarena.com/vv/bigpic/alcatel-idol-5s-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, July",Nano-SIM,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 7.1 (Nougat),"32 GB, 3 GB RAM",1080p@30fps,,
alcatel,alcatel Flash (2017),https://cdn2.gsmarena.com/vv/bigpic/alcatel-flash-1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2017, May","Dual SIM (Nano-SIM, dual stand-by)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),"32 GB, 3 GB RAM","2160p@30fps, 1080p@60fps",,
alcatel,alcatel U5,https://cdn2.gsmarena.com/vv/bigpic/alcatel-u5.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2017, July","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 6.0 (Marshmallow),"8 GB, 1 GB RAM",720p@30fps,,
alcatel,alcatel A5 LED,https://cdn2.gsmarena.com/vv/bigpic/alcatel-a5-led.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2017, June","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",Android 6.0 (Marshmallow),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel A3,https://cdn2.gsmarena.com/vv/bigpic/alcatel-a3.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2017, July","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),"16 GB, 1.5 GB RAM",1080p@30fps,,
alcatel,alcatel A3 XL,https://cdn2.gsmarena.com/vv/bigpic/alcatel-a3-xl-new.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2017, July","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Android 7.0 (Nougat),"8/16 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel Shine Lite,https://cdn2.gsmarena.com/vv/bigpic/alcatel-shine-lite.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2016, October","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),"16 GB, 2 GB RAM",720p@30fps,,
alcatel,alcatel Pixi 4 Plus Power,https://cdn2.gsmarena.com/vv/bigpic/alcatel-pixi-4-plus-power.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"Available. Released 2016, October","Dual SIM (Micro-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android OS,"8 GB, 1 GB RAM",Yes,,
alcatel,alcatel Fierce 4,https://cdn2.gsmarena.com/vv/bigpic/alcatel-fierce-4.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2016, August",Nano-SIM,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0 (Marshmallow),"16 GB, 2 GB RAM",720p@30fps,,
alcatel,alcatel X1,https://cdn2.gsmarena.com/vv/bigpic/alcatel-x1.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2016, June","Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),"16 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel Pixi 4 (5),https://cdn2.gsmarena.com/vv/bigpic/alcatel-pixi-4-5.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,"Available. Released 2016, June",Micro-SIM,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Android 6.0 (Marshmallow),"8 GB, 1 GB RAM",720p@30fps,,
alcatel,alcatel Flash Plus 2,https://cdn2.gsmarena.com/vv/bigpic/alcatel-flash-plus-2-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"Available. Released 2016, May","Dual SIM (Micro-SIM, dual stand-by)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),"32 GB, 3 GB RAM or 16 GB, 2 GB RAM","1080p@60fps, 1080p@30fps",,
alcatel,alcatel Pop 7 LTE,https://cdn2.gsmarena.com/vv/bigpic/alcatel-onetouch-pop-7-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2016, April",Micro-SIM,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 6.0.1 (Marshmallow),"8 GB, 1 GB RAM",Yes,,
alcatel,alcatel Pop 4S,https://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-4s.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2016, Q3","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),"16 GB, 2 GB RAM",1080p@30fps,,
alcatel,alcatel Pop 4+,https://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-4-plus.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2016, Q3","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 6.0 (Marshmallow),"16 GB, 1.5 GB RAM",720p@30fps,,
alcatel,alcatel Pop 4,https://cdn2.gsmarena.com/vv/bigpic/alcatel-pop-4-2016.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),"Available. Released 2016, Q3","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),"8 GB, 1 GB RAM",720p@30fps,,
alcatel,alcatel Idol 4s Windows,https://cdn2.gsmarena.com/vv/bigpic/alcatel-idol-4s-windows.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,"Available. Released 2016, Q3",Nano-SIM,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Microsoft Windows 10,"64 GB, 4 GB RAM",2160p@30fps,,
alcatel,alcatel Idol 4s,https://cdn2.gsmarena.com/vv/bigpic/alcatel-idol-4s-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),"Available. Released 2016, July","Hybrid Dual SIM (Nano-SIM, dual stand-by) - 6070K","1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",Android 6.0.1 (Marshmallow),"32 GB, 3 GB RAM",2160p@30fps,,
alcatel,alcatel Idol 4,https://cdn2.gsmarena.com/vv/bigpic/alcatel-idol-4--.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),"Available. Released 2016, June","Hybrid Dual SIM (Nano-SIM, dual stand-by) - 6055K, 6055I","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 6.0.1 (Marshmallow),"16 GB, 2 GB RAM - 6055Y, 6055K16 GB, 3 GB RAM - 6055B, 6055H, 6055I",1080p@30fps,,
