Brand,Model Name,Model Image,Technology,2G bands,Status,SIM,Resolution,OS,Internal,Video,,
lg,LG Trax CU575,https://cdn2.gsmarena.com/vv/bigpic/lg-trax.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,,QCIF,,
lg,LG CU500V,https://cdn2.gsmarena.com/vv/bigpic/lg-ku500v.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,,Yes,,
lg,LG CU515,https://cdn2.gsmarena.com/vv/bigpic/lg-cu515.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,55 MB,QCIF,,
lg,LG CE110,https://cdn2.gsmarena.com/vv/bigpic/lg-ce110.jpg,GSM,GSM 850 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~116 ppi density)",,,No,,
lg,LG KU250,https://cdn2.gsmarena.com/vv/bigpic/lg-ku250.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~166 ppi density),,10 MB,Yes,,
lg,LG KE260,https://cdn2.gsmarena.com/vv/bigpic/lg-ke260.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~157 ppi density),,14 MB,Yes,,
lg,LG KE800,https://cdn2.gsmarena.com/vv/bigpic/lg-ke800.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,60 MB,QCIF,,
lg,LG KE820,https://cdn2.gsmarena.com/vv/bigpic/lg-ke820.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,220 x 176 pixels (~141 ppi density),,16 MB,Yes,,
lg,LG KU800,https://cdn2.gsmarena.com/vv/bigpic/lg-ku800.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~267 ppi density)",,64 MB,Yes,,
lg,LG L343i,https://cdn2.gsmarena.com/vv/bigpic/lg-l343i.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels,,,Yes,,
lg,LG U830,https://cdn2.gsmarena.com/vv/bigpic/lg-u830.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,180 MB,Yes,,
lg,LG KP200,https://cdn2.gsmarena.com/vv/bigpic/lg-kp200.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,8 MB,No,,
lg,LG L600v,https://cdn2.gsmarena.com/vv/bigpic/lg-l600.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,12 MB,QCIF,,
lg,LG KP202,https://cdn2.gsmarena.com/vv/bigpic/lg-kp202.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels (~114 ppi density),,4 MB,No,,
lg,LG CU500,https://cdn2.gsmarena.com/vv/bigpic/lg-cu500.gif,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,,Yes,,
lg,LG U400,https://cdn2.gsmarena.com/vv/bigpic/lg-u400.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,,Yes,,
lg,LG U310,https://cdn2.gsmarena.com/vv/bigpic/lg-u310.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,,QCIF,,
lg,LG U300,https://cdn2.gsmarena.com/vv/bigpic/lg-u300.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,,Yes,,
lg,LG KG800,https://cdn2.gsmarena.com/vv/bigpic/lg-kg800.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,128 MB,QCIF,,
lg,LG KG810,https://cdn2.gsmarena.com/vv/bigpic/lg-kg810.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,128 MB,QCIF,,
lg,LG KE600,https://cdn2.gsmarena.com/vv/bigpic/lg-ke600.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,70 MB,QCIF,,
lg,LG KG330,https://cdn2.gsmarena.com/vv/bigpic/lg-kg330.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,,Yes,,
lg,LG KG320,https://cdn2.gsmarena.com/vv/bigpic/lg-kg320.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~157 ppi density),,128 MB,Yes,,
lg,LG CG180,https://cdn2.gsmarena.com/vv/bigpic/lg-cg180.jpg,GSM,GSM 850 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,
lg,LG KG300,https://cdn2.gsmarena.com/vv/bigpic/lg-kg300.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,60 MB,Yes,,
lg,LG KG200,https://cdn2.gsmarena.com/vv/bigpic/lg-kg200.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels (~114 ppi density),,60 MB,Yes,,
lg,LG KG270,https://cdn2.gsmarena.com/vv/bigpic/lg-kg270.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,,,,
lg,LG KG195,https://cdn2.gsmarena.com/vv/bigpic/lg-kg195.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels (~114 ppi density),,64 MB,Yes,,
lg,LG KG920,https://cdn2.gsmarena.com/vv/bigpic/lg-kg920.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",,8 MB,320p@30fps,,
lg,LG KU730,https://cdn2.gsmarena.com/vv/bigpic/lg-ku730.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,,Yes,,
lg,LG U900,https://cdn2.gsmarena.com/vv/bigpic/lg-u900.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Cancelled,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,58 MB,Yes,,
lg,LG V9000,https://cdn2.gsmarena.com/vv/bigpic/lg-v9000.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,Yes,,
lg,LG KG245,https://cdn2.gsmarena.com/vv/bigpic/lg-kg245.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels,,8 MB,No,,
lg,LG KG240,https://cdn2.gsmarena.com/vv/bigpic/lg-kg240.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels,,4 MB,No,,
lg,LG KG225,https://cdn2.gsmarena.com/vv/bigpic/lg-kg225.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,,No,,
lg,LG KG220,https://cdn2.gsmarena.com/vv/bigpic/lg-kg220.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,2 MB,No,,
lg,LG KG210,https://cdn2.gsmarena.com/vv/bigpic/lg-kg210.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,2 MB,,,
lg,LG KG190,https://cdn2.gsmarena.com/vv/bigpic/lg-kg190.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~139 ppi density)",,128 MB,No,,
lg,LG KG130,https://cdn2.gsmarena.com/vv/bigpic/lg-kg130.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,2 MB,No,,
lg,LG KG120,https://cdn2.gsmarena.com/vv/bigpic/lg-kg120.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,500 KB,,,
lg,LG KG110,https://cdn2.gsmarena.com/vv/bigpic/lg-kg110.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,
lg,LG C2600,https://cdn2.gsmarena.com/vv/bigpic/lg-c2600.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",,,No,,
lg,LG U890,https://cdn2.gsmarena.com/vv/bigpic/lg-u890.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~128 ppi density),,68 MB,QCIF,,
lg,LG U8550,https://cdn2.gsmarena.com/vv/bigpic/lg-u8550.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"220 x 220 pixels, 1:1 ratio (~141 ppi density)",,20 MB,Yes,,
lg,LG M6100,https://cdn2.gsmarena.com/vv/bigpic/lg-m6100.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels (~158 ppi density),,128 MB,QCIF,,
lg,LG C2500,https://cdn2.gsmarena.com/vv/bigpic/lg-c2500.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,60 MB,No,,
lg,LG C1150,https://cdn2.gsmarena.com/vv/bigpic/lg-c1150.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,1 MB,,,
lg,LG S5300,https://cdn2.gsmarena.com/vv/bigpic/lg-s5300.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~157 ppi density),,64 MB,Yes,,
lg,LG S5200,https://cdn2.gsmarena.com/vv/bigpic/lg-s5200.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels (~114 ppi density),,64 MB,Yes,,
lg,LG S5100,https://cdn2.gsmarena.com/vv/bigpic/lg-s5100.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels,,64 MB,Yes,,
lg,LG S5000,https://cdn2.gsmarena.com/vv/bigpic/lg-s5000.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels,,,Yes,,
lg,LG U880,https://cdn2.gsmarena.com/vv/bigpic/lg-u880.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,75 MB,QCIF,,
lg,LG P7200,https://cdn2.gsmarena.com/vv/bigpic/lg-p7200.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,64 MB,Yes,,
lg,LG B2250,https://cdn2.gsmarena.com/vv/bigpic/lg-b2250.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels (~114 ppi density),,,No,,
lg,LG B2070,https://cdn2.gsmarena.com/vv/bigpic/lg-b2070.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",,,,,
lg,LG B2050,https://cdn2.gsmarena.com/vv/bigpic/lg-b2050.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,1.4 MB,,,
lg,LG M4410,https://cdn2.gsmarena.com/vv/bigpic/lg-m4410.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,8 MB,Yes,,
lg,LG M4330,https://cdn2.gsmarena.com/vv/bigpic/lg-m4330.gif,GSM,GSM 900 / 1800 / 1900,Cancelled,Mini-SIM,176 x 220 pixels,,,Yes,,
lg,LG M4300,https://cdn2.gsmarena.com/vv/bigpic/lg-m4300.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,,Yes,,
lg,LG F3000,https://cdn2.gsmarena.com/vv/bigpic/lg-f3000.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,128 x 160 pixels,,31 MB,Yes,,
lg,LG F2410,https://cdn2.gsmarena.com/vv/bigpic/lg-f2410.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,4.5 MB,No,,
lg,LG F2250,https://cdn2.gsmarena.com/vv/bigpic/lg-f2250.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,,,,
lg,LG L342i,https://cdn2.gsmarena.com/vv/bigpic/lg-l342i.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,3.5 MB,No,,
lg,LG L341i,https://cdn2.gsmarena.com/vv/bigpic/lg-l341i.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,6 MB,No,,
lg,LG C3400,https://cdn2.gsmarena.com/vv/bigpic/lg-c3400.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,16 MB,No,,
lg,LG C3380,https://cdn2.gsmarena.com/vv/bigpic/lg-c3380.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,16 MB,No,,
lg,LG C3320,https://cdn2.gsmarena.com/vv/bigpic/lg-c3320.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,,No,,
lg,LG C3310,https://cdn2.gsmarena.com/vv/bigpic/lg-c3310.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,,No,,
lg,LG C3300,https://cdn2.gsmarena.com/vv/bigpic/lg-c3300.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,2 MB,No,,
lg,LG U8380,https://cdn2.gsmarena.com/vv/bigpic/lg-u8380.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~128 ppi density),,23 MB,Yes,,
lg,LG U8360,https://cdn2.gsmarena.com/vv/bigpic/lg-u8360.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels (~141 ppi density),,20 MB,QCIF,,
lg,LG U8330,https://cdn2.gsmarena.com/vv/bigpic/lg-u8330.gif,GSM / UMTS,GSM 900 / 1800,Discontinued,Mini-SIM,176 x 220 pixels,,26 MB,QCIF,,
lg,LG U8290,https://cdn2.gsmarena.com/vv/bigpic/lg-u8290.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,20 MB,Yes,,
lg,LG U8210,https://cdn2.gsmarena.com/vv/bigpic/lg-u8210.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,20 MB,Yes,,
lg,LG U8200,https://cdn2.gsmarena.com/vv/bigpic/lg-u8200.gif,GSM / UMTS,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,20 MB,Yes,,
lg,LG U8180,https://cdn2.gsmarena.com/vv/bigpic/lg-u8180.gif,GSM / UMTS,GSM 900 / 1800,Discontinued,Mini-SIM,"176 x 220 pixels, 7 lines",,32 MB,QCIF,,
lg,LG B2150,https://cdn2.gsmarena.com/vv/bigpic/lg-b2150.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",,1.3 MB,No,,
lg,LG B2100,https://cdn2.gsmarena.com/vv/bigpic/lg-b2100.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,1.3 MB,No,,
lg,LG B2000,https://cdn2.gsmarena.com/vv/bigpic/lg-b2000.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,
lg,LG F2400,https://cdn2.gsmarena.com/vv/bigpic/lg-f2400.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,4 MB,No,,
lg,LG F1200,https://cdn2.gsmarena.com/vv/bigpic/lg-f1200.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 160 pixels, 12 lines",,64 MB,No,,
lg,LG F7250,https://cdn2.gsmarena.com/vv/bigpic/lgf7250.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 160 pixels, 12 lines (~108 ppi density)",,1 MB,,,
lg,LG A7150,https://cdn2.gsmarena.com/vv/bigpic/lga7150.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,30 MB,Yes,,
lg,LG L5100,https://cdn2.gsmarena.com/vv/bigpic/lgl5100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,176 x 220 pixels,,27 MB,QCIF,,
lg,LG C2200,https://cdn2.gsmarena.com/vv/bigpic/lgc2200.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,1 MB,No,,
lg,LG C2100,https://cdn2.gsmarena.com/vv/bigpic/lg-c2100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,1 MB,,,
lg,LG G1800,https://cdn2.gsmarena.com/vv/bigpic/lgg1800.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",,64 MB,,,
lg,LG G1610,https://cdn2.gsmarena.com/vv/bigpic/lgg1610.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~121 ppi density)",,1.1 MB,,,
lg,LG G1700,https://cdn2.gsmarena.com/vv/bigpic/lgg1700.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio (~113 ppi density)",,,,,
lg,LG F2300,https://cdn2.gsmarena.com/vv/bigpic/lgf2300.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,3.5 MB,No,,
lg,LG F2100,https://cdn2.gsmarena.com/vv/bigpic/lgf2100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,4 MB,No,,
lg,LG L3100,https://cdn2.gsmarena.com/vv/bigpic/lgl3100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,1.5 MB,No,,
lg,LG C3100,https://cdn2.gsmarena.com/vv/bigpic/lgc3100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,1 MB,,,
lg,LG G3100,https://cdn2.gsmarena.com/vv/bigpic/lgg3100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 96 pixels, 4:3 ratio",,,,,
lg,LG L1100,https://cdn2.gsmarena.com/vv/bigpic/lgl1100.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,1 MB,No,,
lg,LG C1400,https://cdn2.gsmarena.com/vv/bigpic/lgc1400.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 6 lines",,1.3 MB,,,
lg,LG C1200,https://cdn2.gsmarena.com/vv/bigpic/lgc1200.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,1 MB,,,
lg,LG C1100,https://cdn2.gsmarena.com/vv/bigpic/lgc1100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,1 MB,,,
lg,LG G1600,https://cdn2.gsmarena.com/vv/bigpic/lgg1600.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 8 lines, 1:1 ratio",,1.1 MB,,,
lg,LG T5100,https://cdn2.gsmarena.com/vv/bigpic/lgt5100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,176 x 220 pixels,,,Yes,,
lg,LG G7200,https://cdn2.gsmarena.com/vv/bigpic/lgg7200.gif,GSM,GSM 900 / 1800 / 1900,Discontinued,Mini-SIM,176 x 220 pixels,,,Yes,,
lg,LG G7120,https://cdn2.gsmarena.com/vv/bigpic/lgg7120.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 160 pixels,,,No,,
lg,LG U8150,https://cdn2.gsmarena.com/vv/bigpic/lgu8150.gif,GSM / UMTS,GSM 900 / 1800,Discontinued,Mini-SIM,"176 x 220 pixels, 7 lines",,64 MB,Yes,,
lg,LG U8138,https://cdn2.gsmarena.com/vv/bigpic/lg-u8138.gif,GSM / UMTS,GSM 900 / 1800,Discontinued,Mini-SIM,"176 x 220 pixels, 7 lines",,32 MB,QCIF,,
lg,LG U8120,https://cdn2.gsmarena.com/vv/bigpic/lgu8120c.gif,GSM / UMTS,GSM 900 / 1800,Discontinued,Mini-SIM,"176 x 220 pixels, 7 lines",,32 MB,Yes,,
lg,LG U8110,https://cdn2.gsmarena.com/vv/bigpic/lgu8110.gif,GSM / UMTS,GSM 900 / 1800,Discontinued,Mini-SIM,"176 x 220 pixels, 7 lines",,14 MB,Yes,,
lg,LG U8100,https://cdn2.gsmarena.com/vv/bigpic/lgu8100.gif,GSM / UMTS,GSM 900 / 1800,Discontinued,Mini-SIM,"176 x 220 pixels, 7 lines",,64 MB,Yes,,
lg,LG G7100,https://cdn2.gsmarena.com/vv/bigpic/lgg7100.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"120 x 160 pixels, 7 lines, 4:3 ratio",,1.3 MB,No,,
lg,LG G7070,https://cdn2.gsmarena.com/vv/bigpic/lgg7070.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,1.3 MB,No,,
lg,LG G7050,https://cdn2.gsmarena.com/vv/bigpic/lgg7050.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 6 lines",,350 KB,No,,
lg,LG G7030,https://cdn2.gsmarena.com/vv/bigpic/lgg7030.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,,,,
lg,LG G1500,https://cdn2.gsmarena.com/vv/bigpic/lgg1500.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 64 pixels, 2 lines, 18:9 ratio",,,,,
lg,LG G5500,https://cdn2.gsmarena.com/vv/bigpic/lgg5500.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 6 lines",,350 KB,,,
lg,LG G5400,https://cdn2.gsmarena.com/vv/bigpic/lgg5400.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,1.3 MB,,,
lg,LG G5310,https://cdn2.gsmarena.com/vv/bigpic/lgg5310.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,1.3 MB,,,
lg,LG G5300,https://cdn2.gsmarena.com/vv/bigpic/lgg5300.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 8 lines, 1:1 ratio",,,,,
lg,LG G8000,https://cdn2.gsmarena.com/vv/bigpic/lgg8000.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"176 x 220 pixels, 10 lines",,,No,,
lg,LG G7020,https://cdn2.gsmarena.com/vv/bigpic/lgg7020.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 10 lines",,,,,
lg,LG W7020,https://cdn2.gsmarena.com/vv/bigpic/lgw7020.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 10 lines",,,,,
lg,LG G7000,https://cdn2.gsmarena.com/vv/bigpic/lgg7000.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 10 lines",,,,,
lg,LG W7000,https://cdn2.gsmarena.com/vv/bigpic/lgw7000.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 160 pixels, 7 lines",,,,,
lg,LG G5200,https://cdn2.gsmarena.com/vv/bigpic/lgg5200.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,,,,
lg,LG W5200,https://cdn2.gsmarena.com/vv/bigpic/lgw5200.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 1:1 ratio",,,,,
lg,LG G3000,https://cdn2.gsmarena.com/vv/bigpic/lgg3000.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 64 pixels, 18:9 ratio",,,,,
lg,LG W3000,https://cdn2.gsmarena.com/vv/bigpic/lgw3000.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 64 pixels, 18:9 ratio",,,,,
lg,LG B1200,https://cdn2.gsmarena.com/vv/bigpic/lgb1200.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"112 x 64 pixels, 3 lines, 16:9 ratio",,,,,
lg,LG LG 510w,https://cdn2.gsmarena.com/vv/bigpic/lgw510.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 128 pixels, 9 lines, 1:1 ratio",,,,,
lg,LG LG-600,https://cdn2.gsmarena.com/vv/bigpic/lg600.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 90 pixels,,,,,
lg,LG LG-500,https://cdn2.gsmarena.com/vv/bigpic/lg500.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,128 x 90 pixels,,,,,
lg,LG LG-200,https://cdn2.gsmarena.com/vv/bigpic/lg200.gif,GSM,GSM 900 / 1800,Discontinued,Mini-SIM,"128 x 64 pixels, 18:9 ratio",,,,,
lg,LG E2,https://cdn2.gsmarena.com/vv/bigpic/lg-e2.jpg,GSM,GSM 850 / 900 / 1800 / 1900,Cancelled,Mini-SIM,"240 x 320 pixels, 4:3 ratio",Android OS,,Yes,,
lg,LG Fantasy E740,https://cdn2.gsmarena.com/vv/bigpic/lg-fantasy.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Cancelled,Mini-SIM,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 7,,720p,,
lg,LG G4 Pro,https://cdn2.gsmarena.com/vv/bigpic/lg-g4-.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Cancelled,Micro-SIM,"1440 x 2560 pixels, 16:9 ratio (~506 ppi density)",Android 5.1 (Lollipop), LG Optimus UX UI 4,"32/64 GB, 4 GB RAM","2160p@30fps, 1080p@60fps, HDR, stereo sound rec.",
lg,LG Optimus LTE,https://cdn2.gsmarena.com/vv/bigpic/LG-Optimus-LTE-P936.jpg,CDMA / EVDO / LTE,CDMA 800 / 1900,Cancelled,Mini-SIM,"720 x 1280 pixels, 16:9 ratio (~326 ppi density)","Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)",1 GB RAM,1080p@30fps,,
